label,prepro
0.0,bad mcdonald experience wait hour food cold finally arrive line shake sundae wait talk multiple wait hour food wait minute coffee aske
1.0,mc mcdonald new experience offer food menu mcdonald fruity pancake pizza good able order breakfast item day feature second story playplace odd singing moon character play piano parking hard find good time
1.0,fun tourist feel kid crazy nice small arcade ask crew help cash winning not separate team work arcade
0.0,indoor playground close saturday family complain travel bring kid
1.0,food great serve pizza pasta multiple story playground arcade game
1.0,good mcdonald ve good quality food especially fast food restaraunt mcdonald funlooking game room
1.0,not mcdonald twostory come orlando florida size force family eat arcade area pizza line etc check visit orlando
1.0,forget cup coffee wait half hour go ask refund give refund hassle offer free apple pie inconvenience give cup coffee staff friendly huge play area kid
0.0,come people place dirty gross not try pizza pasta feel like touch virus know man big mac cold sauce stand
1.0,wow mcdonald different s floor floor essential dining order different normal mcdonald second floor access stair elevator feature fledge arcade children play area alongside eating area mcdonald tourist attraction sure worth visit pretty cool happen serve mcdonald pizza pasta
1.0,good mcdonald menu play ground area see life
1.0,ve multiple time drive today actually eat inside lunch today food pretty good previously ok good occasional mess order regardless continue come
0.0,low score maroon shirt manager take phone hook allow app sell curbside order deliver phone hook make people sit lobby ignore sit respond survey maam apparently survey president service take blue shirt manager realize realize maroon shirt manager phone hook hour apologize correct issue hold people accountable go sorry low scoring survey deserve well
0.0,bad use drivethrucurbside pickup busy life wee sit min manager nathan pick phone sound upset call say look order currently busy get order
1.0,gas station mcdonald adjoining separate station timewise convenience store bathroom inbetween clean multistalled staff appear wear mask appreciable give position make food interact confluence traveler farflung corner food quality highside mcdonald small margin differentiation hicup space build intimate conversation not yell ambient hustle bustle difficulty hear teller take order near table hear order number call take star ambiance rating
1.0,actually fast mcdonald ve drivethru order app pay window wait minute half get drink food m finally way wish mcdonald fast
1.0,good mcdonald usually connect travelwise gas station covid long connect additionally dining food drivethru drivethru order correct usually special order pickle correct
0.0,way work morning wait minute service young petite lady redshort straight hair wear hat rude impatient basically bother get window sweet friendly girl take payment get food rude girl look face like leave morning person m nice m treat disrespectful
0.0,minute late open employee laugh line gate close inside employee say wait try run business note
0.0,get wrong order twice day miss double cheeseburger go tell ignore see not leave day order sausage mcgriddle drive get sausage egg mcmuffin hard simple order right seriously
1.0,go drivethrough mc donald issue order unusually long drive end food hot fresh overstuff bag order get bag rip food fall floor lastly mcdonald sure double check bag overfill ask additional bag need fine
1.0,love come mcdonald leon spring tx welcome service great matt
1.0,use app guy good hardly wait food al way hot right
0.0,good lord people not mcdonalds
1.0,hurry want fast food beat golden arch quarter pounder che
1.0,consistent great customer service year update review order food regularly know not fancy wine dine bad experience regardless mobile app drive occasional walk manager great team thank polite timely mcdonald
1.0,management kind efficient busy busy location
0.0,leave star check app call store like ask twice ie wait min burger sprite min answer ready wait worker short wait hav
1.0,slow mcdonald attach gas station convenienc
1.0,line little slow right
1.0,friendliest mcdonald staff meet love old school setup great pitstop long drive
0.0,not know particular mcdonald line extremely long take forever way year day go st time year exact result live neighborhood adjacent mcdonald change year bad thing right
1.0,longtime customer afternoon pleased dining room open limited hour like point particular crew manager tonight provide excellent service manager great keep employee motivate not food excellent fry right mc rib great frankly good mcdonald experience good work
1.0,mcdonald michelin star restaurant service not good pm saturday fry lukewarm mcflurry watery cashier need attitude adjustment need late night snack night look
0.0,wait good mcdonald
0.0,ve mcdonald twice fast minute simple order like fry drink order mobile take minute order watch stand line order ignore minute time read review like norm wait minute single mcgriddle wait minute order forget drink wait counter minute ask need order wrong not sit half hour remake different sandwich big deal employee fault necessarily like extremely understaffed shame upper management allow happen not want work environment
0.0,order curbside sit spot min receive food sleep child inside food prepare bring car time get home cold recommend location
1.0,long line move quickly mcdonald
1.0,good hash brown
1.0,mcdonald place good mcdonald
0.0,mobile order food wait minute go ask young man help nice man work counter awful call man order say man get counter worker say h trash thenand throw order away net second call order young man work order step away grab man grab bag ask sit start throw away luckily help stop finish order understand busy way act far bad experience ie location think today order contact corporate behavior minute wait inside ask food refund argue hadn order app exact time order place food sit counter take instead give food girl
1.0,honestly favorite mcdonald food fresh staff nice lucky find free cookie bag time time
1.0,store stay pretty clean food fresh
0.0,long wait drive despite car minute fish sandwich drink sandwich disgusting wound throw staff confused order sit counter worker wake past time finally give
1.0,generally fast service accurate order particular mcdonald attach gas station pretty busy line tend quickly check order ensure receive order accurately example ketchup dipping sauce askedordere meal generally order accurate line bit time particular location busy intersection close mcdonald go boerne
0.0,mcdonald good comfort food need bite wish improve customer service add ketchup fry disappointing multi billion dollar corporation not simple thing right
1.0,start slice cheese order filetofish sandwich real problem half slice extra fast location food consistently fresh location high rating ve give fast food chain date kind think d mcd star
1.0,food good price point fast food high people quality size fast food meal go cracker barrel
1.0,want applaud team work closing shift work hard love kind cashier time dine
1.0,location traditionally fresher taste food location forget sauce nugget pretty frequently
0.0,line jelly bag request regulation mobile app code
0.0,work doordash area everytime pick order wait minute atleast people stand ask manager lady point guy sit eat not happen happen time not like accept order mcdonald money place need stuff gear busy place competition
0.0,comprehend mcdonald employee post drive lane take order view menu frustrate delay customer reason try like chickfila facility build serve operating model employee train work way efficiently mcdonald place dash fast meal fast dine inside restaurant point food standard reason give
0.0,slow mcdonald ve experience staff difficult deal time order wrong great location clean facility
0.0,bad mcdonald ie disrespectful teenager bring food car slow speak word
0.0,drive mcdonald place rob people french fry old cold missing wrong order time serve old expire pie convince management owner track go restaurant mess order
0.0,way rate establishment dishearten road need sit rest get need use restroom food great not proper rating cause enjoy mcdonald get bit feed dining closure reply pandemic safety establishment open travel lot road soon pass mcdonald stop kid dishearten
1.0,awesome food awesome recipe awesome worker great head manager great cleaning service great breakfast great pancake love mcdonald awesome place
0.0,lobby close whataburger open spend minute wait drive line place order half time screw happen today simple meal coke get big mac point lady hand bag disappear minute return order shove rudely turn away like fault probably bad run mcdonald area not recommend
0.0,not try order online pickup well bring device order not care s phone tablet desktop computer expect release food wife order pur food not relay everyone order phone get restaurant literally want drive home wife phone security reason take responsibility say falt normal brine device like everone not offer solution end cancel order go chickfila way wife order online let pick need device call corporate say situation staff location ask order number bring order
0.0,cause m upset mcdonald employee business partner doordash business partner not pay employee turnover rate high not seemingly limit delivery mobile order people place backlogge swamp not park call tell order say drive time get window not start order take minute total lose money wait mcdonald seriously reformat business structure embarrass work apologize ineptitude company nice employee fault m sure manager fault tell high up
1.0,clean fast good food good service
0.0,horrible experience person take order sound rush barely mention item constantly hat elsebefore talk second ask fry get nasty undercooked fry old fry window present coupon discount guy ooksfor number instead scan qr code pop head window tell total happen coupon hi
1.0,good food pretty fast consider lunch rush star manager rude customer employee mention inability pay attention order forget drink lobby current health risk problem shove lid straw
0.0,ok not bag happy meal nugget drink holder drink shke feel car shake stain seat happen right
0.0,poor service long road trip stop gas coffee enter mcdonald floor extremely dirty come lunch maybe busy lunch rush step counter order menu screen stick frozen advertisement order caramel mocha coffee min wait kid counter tell machine break need manager come find machine autoclean min coffee ready want wait tell regular coffee tell regular coffee cup charge specialty coffee offer difference food s nice want need food ask refund point mind ordeal take min machine finish cleaning want staff young poorly train nice try right think well training employee location necessary wait refund watch multiple customer receive wrong order issue food not mcdonald continue visit poor service definitely leave bad impression
0.0,revise early review leave underneath new bizarre experience lady take money window problem want change follow window start harass barrier mean stop spread covid multiple time stick face window berate ask wait get drink give money not handle food try talk know burger close window start throw coniption not hear reopen window stick face barrier tell know order tell not understand shove face repeat know order close loudly not ve time get food problem young lady food leave bad taste mouth expose people potential life threaten virus reason poor attitude dangerous action want change great turn thing couple year service slow highly inconsistent day despite challenge restaurant industry face overcome stop provide mcdonald standard fast food correct order sure get new management training equipment guy bring gold arch standard great job team
0.0,ice machine ice wait minute breakfast online order wait service slow obviously labor issue mcdonald people work location
0.0,previously great service mcdonald leadership team prompt efficient current team lack standard previous car line backup miss item order bag minute hot apple pie unacceptable thoug
1.0,currently sit drivethru mcdonald take forever ince window customer service awesome lot new face friendly service meet chris manager time awesome issac bring food wait reserve spot ni
0.0,normally rate star lately location have lot staff coordination leave today ask pancake sausage add bacon forget add sausage way normally come order work surprise pay extra miss order place food fine coordination employee supervisor need improve lot
0.0,online say open staff show late didn
0.0,understaffe month expect mcdonald midnight craving remember group people tell mcdonald take order understaffe people take people run thing day understaffed lose incoming money people not function not work begin simple
0.0,take forever somebody help
0.0,pure trash bad experience multiple occasion card swipe charge twice take act congress reverse pay window drive second window employee say not pay food receipt apology remorse oh hand food episode shortchange bill gm say check actually register deny error transaction ill free meal dessert not wait location shut good shame franchise owner corporation service location file police report bbb complaint
1.0,carmel frappe line
0.0,service incredibly slow staff clearly not care customer service cashier smell like fresh ash tray sure check bag drive know fastfood standard
0.0,consistently inconsistent pre order app line drive take min order watch car car car line finally call ask status min advise manager get wait cold mcdonald drain ha
1.0,mcdonald trailer parking
1.0,upset get wrong order granddaughterwell call speak manager audicle unbelievable amazing customer serviceshe understand frustration go sure meal correct hot undoubtedly return customer regardless line manager like store run happy employee great job
0.0,you close dining room pm pm
1.0,love mcdonald fry inside lobby close update super busy und
0.0,bad mcdonald sorry usually love mcdonald
0.0,dining room close drive line long order app curbside take minute food bring recommend wait drive mcdonald
0.0,people ahead order line take minute order take minute food come miss part order order cold mcdonald corporate need visit location review service cleanliness food product
1.0,location close dine service end eat ve get surprising large fast food chain closing store lose business like value employee mcdonald
0.0,order day breakfast pm work hash brown sausage biscuit biscuit hard bite hole try bend obviously old inside take ask new apologize cause trouble wait minute bring suppose new smash probably try lie texture smash see hard reheat give hole biscion imagine give
0.0,mcdonald expect expect server nice customer sadly true location server show interest care work sadly time experience type service location want quick lunch snack dinner worth drive rim location server hi friendly
1.0,mobile curbside pick usually minute order s long line drive
0.0,check order live nearby convenient unfortunately not rely get order correct worth hassle go wait thing forget get happy meal nugget time combo fry combo burger worth hassle not mcdonald issue location
0.0,location refuse serve truck driver try walk drive tell not serve not car sound like discrimination oversized vehicle sue burn hot coffee well believe ill suit file monday
0.0,mcdonald fair oak get slow location rude people seriously location direction rim boerne love wait forever subpar lukewarm food andor slap someone bad attitude
1.0,pretty long line drivethrough get pretty quickly
0.0,try new crispy chicken sandwich come wirh pickle mayo condiment guy intercom not talk articultely ie drug half asleep
1.0,stop pm tue go drive smooth issue quick fast food nice hot take time read review follow review google thumb
1.0,night shift slack night go manager quickly resolve get employee shift result great speedy service good taste usual favorite mcdonald
1.0,slow mcdonald game modern layout easy pass time particularly like touch screen head head game play daughter blast food deliver table eat restaurant bathroom clean easy access travel need grab quick bite eat
0.0,go drivethrough tell serve breakfast d circle line lunch not start
1.0,hot quarter pounder mcdinald rick drive fast get napkin great jobkeep ill mcdonald day
1.0,clean spot personally clean food clean fresh quarter pounder fresh deluxe crispy chicken mayo bacon
0.0,food taste gross eat healthy long figure try probably year mcdonald chicken product old figure nuke girl chicken second way slightly concern lol review food quality service location great rate business categorically receive star customer service speed
0.0,update location zero star give multiple chance time get bad mobile order expect timely correct expect friendly customer service include manager need lesson management customer service
0.0,drive hardly wait place order finally come car ahead wait order hurry pass consistent slowness food not hot tired give chance
1.0,good pancake service nice quick
1.0,super great fry hot fresh scarf baby time
0.0,order food get parking number app sure right location wait minute food go mad ie wait tell order system show app show location order place place online order yesterday th
0.0,app order not food actually ve drive food take min yes forget item mcdonald consistently slow miss item order close live unfortunately
0.0,continent glide earth fast line move food good
0.0,manager rude unprofessional staff disrupt disrespect customer rush speed car unable purchase food bad business practice opinion dt thursday june
1.0,reliable consistent flavor great location great service option open curb pick drive available
0.0,need step game order wrong especially kid meal reasonjust like todayi ask apple course not shock girl st window camo jacket rude generally unhappy sound terrible updatewe get toy happy meal coupon ticket flag expire
1.0,go drivethru service fast efficient expect staff courteous provide extra napkin ask food hot good want
1.0,m normally mcdonald customerbut today try crispy chicken sandwich good fast friendly service mcdonald trademark
0.0,rd time month order food store receive close order avoid location cost continually go hill poor slow service
0.0,friday night pm dining room close car line person order employee come tell sorry stop take order close
1.0,little slow get order nice hot fresh
0.0,trash service wait minute drive pay walk grab food barely m sorry try bring wrong order take receipt come walk food absolute bad experience order food drive
0.0,ask m order want condiment ur go forget fry raw sandwich patty hard manage smush sandwich half atlest wear able drink right
1.0,mcdonald treat big hurry double cheeseburger large dr pepper hot south texas day vanilla ice cream cone hit spot yum
1.0,daughter love quality service receive great taste food family truly thankful
0.0,mcdonald hot mess live near regret come time machine tonight sit drive min sit watch drive guy freak computer workingonly tell machine
0.0,location routinely forget item pay tonight serve raw burger forget food
0.0,bad meal fry limp cold chicken nugget taste like cardboard kid not eat lettuce chicken sandwich unrecognizable brown utterly disgusted not cover
0.0,staff slow get order take lobby get people order wrong wait breakfast combo literally minute
0.0,fry cold order large size tax fill half way ask fill literally stand little half way not pass edge show get annoy close window rude employee
0.0,half box fry time frustrating stingy french fry order large small m upset price change overprice trash
0.0,leave hu gry get home quarter pounder raw nugget old cold tojust throw sandwich year old not happy want week nugget get piece share bpiece
0.0,long go mcdonald commute san antonio kerrville twice week today time happen order thing receive close order m hurry forget check bag order grill chicken sandwich combo finally able open bag open container bacon cheeseburger onion happy tea way sweet sweet manager time feed act like not care recommend mcdonald
1.0,little bitty area need big line type space convince store alright
1.0,kid happy meal not drink toy
0.0,not matter time day go minute wait food order minute wait order focus solely drivethru versus counter
1.0,love friendly quick
0.0,impressed location service awful people line ahead wife restroom take place line restroom come wait close minute order take mind customer order piece nugget fry drink check order get fish sandwichfry big mc order mess perfect score wrong dig nugget freeze inside staff want draw paycheck dare attitude bring thing attention food finally walk
1.0,work field vehicle fit drive manger kind help restaurant area plz charge real not away job site thank sir apriciate starve
0.0,manager name franklin unhelpful rude wish star humiliate worker person virtue allow unnoticed service ok manager problem establishment
0.0,stop abort drive liewe get line car speaker car car come minute get speaker trap line time go inside place order come reach speaker seriously go curb lava rock leave car start back exaggerate car mcdonald slow
0.0,handful time live area single time food old cold drive rim time try bc location convenient server nice
0.0,order double quarter pounder cheese meal fry good take bit burger discover patty fully cook
1.0,mcrib sandwich great deal course mc donald stop complete fry get small order watch carb intake get medium large love fry
1.0,busy mcdonald attach gas station busy intersection guy register strong accent difficult understand timesnice hard understand fortunate sit guy see panhandle intersection
0.0,slow service not realize fast food take minute not stick line exit long time ago
0.0,order double cheese burger fry combo coldthe cheese not melt fry burn order piece nugget ask sauce drive window home nothingplus plus order fish sandwich ask tarter sauce cause not stand itthey add sandwich usually you not fail idk happen time
0.0,super slow trouble get order right repeat twice order right food come not mcdonald eat breakfast burritos good bet diet coke mcdonald diet coke right
1.0,yepa gas station mc donald lobby currently close good place stop family fill car way west san antonio
1.0,rejoice lord rejoice let moderation know unto man lord hand careful
0.0,good like mcdonald world location like chicfil abilene need traffic jam cause franchise owner need stop use drive feel pain
0.0,food fresh find hair cheseburger hardly fresh sweet tea staff real friendly location ve mcdonald problem
1.0,favorite thing get mcdonald chicken biscuit meal add fold egg cheese come hashbrown drink half sweet half unsweet good highly recommend want hearty meal meat breakfast food highly recommend
0.0,bad establishment ve scramble like getting stand counter minute take order acknowledge matter horrible
0.0,redesign inside extremely loud noisy children area wide open area adult sit not hear tvs loud kid eat inside mcdonald felt push use kiosk instead girl counter anybody aarp ppl not use service
0.0,fry fresh sandwich weirdly fall apart consistently great experience drive
0.0,drive employee rude yelled not know reward app
1.0,fresh hot breakfast friendly service great visit
0.0,option pickup enter dining room order think people pull trailer way eat
1.0,food fresh service timely manner work oilfield time food mcdonald peco business
0.0,star instead bad fry warm double quarter pounder cheese warm tending cold meat look dark like expect black bean burger look like disgust mayonnaise taste slighty weird think miracle whip second share fairly nasty restroom hallway mcdonald exxon junk terrible
0.0,like rim location place close early post sign everyday thing hrs follow try whataburger taco cabana highway instead disappointing
0.0,ridiculous service disappointed food ask kids meal pc nugget box mayonnaise not know kind people hire standard work fast food place acceptable
1.0,order recieving fast point not play way time location go perfect long wait order correct thank
0.0,bad mcdonald ve slow tonight horrible car ahead drive not bad wrong minute later finally get order course wrong
0.0,bit bug come mcdonald
0.0,mcdonald expect fast consistent food case order come minute order sandwich wrong bread
0.0,location slow order constantly wrong line take forever avoid place
0.0,closed sweet tea pmand maintenance issuesif have problem close will not
1.0,line long take maybe minute food fresh hot order
1.0,friendly clean try new quarter pounder not chicken sandwich not care burger see new quarter pounder sign
0.0,go mcdonald drink pm young guy drive total jerk not mean want drink minute conversation rude tell hole drive away reason not mcdonald ileon spring
1.0,go dine use free hotspot look jobsthe dine close go drive thruthe understand order give promptly wear gole facemake process
0.0,bad service know pandemic rug timeswe need aware people travel stop food polite costumer not fill bad food work try help busyness not rude
0.0,hand slow mcdonald m talk time e slow single time come glacier fast service
1.0,fast mcdonald area despite have drive lane highly recommend
1.0,order correct coupon work courtesy thoughtfulness convenient grandkids house yes eat car
0.0,girl cash register take order know let help customer say walk register tell want walk help person walk counter walk register say customer stand right say sorry somebody need train well
0.0,second amendment hater value freedom right protect sign post restrict gun slow service
1.0,great place great service great restaurant great food great cleaning service great employee great manager good work team
1.0,order timely manner get order right food delicious
1.0,manager young lady nice fast food freshly
1.0,yes drink roll uber m bartender eat thing like whataburger lot fresh fast food year
1.0,order fresh service good atmosphere comfortable
0.0,horrible drive service minute count
0.0,hour drive night ridiculous say not curb pm ridiculous not wait hour order fry
1.0,usually pretty good occasionally back solid location
0.0,basket fry dry cook salt waste drive highway refundexchange
0.0,fake food get star m ashamed take kid eat great service great food
1.0,fast friendly efficient
1.0,order correct guess eat car drive line go quickly
1.0,quick service great location stop apple pie treat great dip cup ice cream
0.0,phone isn work employ
0.0,drive take minute order wrong fry taste like reheat terrible skip place
1.0,line little long go fast order correct food hot ask
0.0,time ask unsweet tea sweet tea repeat unsweet tea screen unsweet tea folk not bright crayon box
0.0,slow dine inn forget damn sweet n sour
1.0,location good mcdonald ve eat work long time ago good know run
0.0,bad mcdonald wait line order minute finally food pickup window finally get ask pull forward cause food ready fry need minute minute later inside finally meal stone cold
1.0,fast friendly place frozen treat yummy peach slushie new favorite
0.0,dirty chocolate milk bottle kids cup holder truly gross experience
1.0,app good deal
0.0,worker pleasant burger fresh ve work fast food job sure freshness priority
0.0,m visit florida second time try drive extremely slow school treat
1.0,mcdonald service fast friendly not star mcdonald staff rude place dirty hard mess mcdonald
1.0,good mcdonald usually order right big order need check not forget fix right away
0.0,get drink wrong
1.0,fry fresh adequately salt friendly customer service
0.0,wait minute cold fry lukewarm burger order double swiss large disappointed
0.0,get order wrong ask right order server get attitude take long food
0.0,multiple occasion forget order item bag trip give
1.0,staff friendly
1.0,order homestyle chicken sandwich fry strawberry banana shake hot fresh good mcdonald
0.0,food sick rush not handle get drink order correct
1.0,love mcdonald like kid meal play toy lol plus special order food polite
0.0,lady not order correctly get upset ask correct item
0.0,reason lobby close sign say customer complaint lobby close give explanation come mcdonald
0.0,bad mcdonald ve
1.0,service fast busy think average good job
1.0,monica manager beauty
0.0,bad mcdonald ve order wrong wait wrong order
0.0,bad mcdonald experience meat old
0.0,order correct long wait visit visit past food cold fry taste old
1.0,nathan arecella manager nice love thank kyle
1.0,great service provide pandemic great taste fast food
1.0,love
0.0,service suck food taste old work not know
1.0,crave quarter pounder meal
1.0,got ready cause wait
1.0,food hot good service fine
0.0,slow not want kill minute people get food
1.0,nugget classic deal great extremely unhealthy nighttime snack
1.0,e nice food ni e hot
1.0,good burger great staff quick service
0.0,expensive fast food not good fresh
1.0,exactly d expect mcdonald consistent food speedy service place use cleaning
0.0,hire pothead teen customer service experience suck t right order throw inside car leave food cold place suck
1.0,clean friendly people
1.0,quick cheap place food good price
0.0,ketchup dispenser day row napkin dispenser ask napkin slow service inside
1.0,fast place burger long drive waiting
1.0,fast friendly service order amd food correct
1.0,clean service fast
1.0,mcdonald classic great kid great employee good food sure
1.0,mcdonald health choice take awhile girlfriend order okay experience
1.0,great people mess order great people mess order love people
1.0,awesome crew efficient mcflurry extra delicious
0.0,slow service take take order food come
0.0,literally bad location horrible service
1.0,half half coffee light mcmuffin delicious time
0.0,service slow attitude awful quarter pounder horrendous coke awesome
0.0,dining room close everyday delta variant
1.0,normal mcdonald long line
1.0,love burger drive fast
1.0,big thank guy special mm caramel frappe thanks bud bomb
0.0,family go eat see roach patty pink raw
1.0,courteous friendly accommodate great customer service
1.0,fast food cheesey bacon fry actually good cheese last fry
1.0,good service limited seating convenience store environment
1.0,mcdonald kill especially cute blonde girl window
1.0,good food hate senior citizen coffee go price
1.0,complaint check bag order extra sauce extra
0.0,dine close drive line long
0.0,low rating suppose eat sandwich mustard iver outside
0.0,mcdonald nugget kinda old course ice cream machine break tea kinda nasty
1.0,luv da big mac good place da kid play ground dem n dey actually eat
1.0,special order burger right yum
1.0,little slow time good attitude
1.0,pretty good
1.0,great
0.0,let people eat inside year go
1.0,manger saeid good time mess order handle situation professional good
0.0,bad curb min wait
1.0,food good good dollar menu
1.0,take baby yoda
0.0,disorganized have customer wait order give away people
1.0,little slow service wait food mcdonald clean location
1.0,quick food fresh
0.0,refill drive tru wait min window drive tru
1.0,fast service clean atmosphere
1.0,quick drive accurate order taker accurate order fulfillment
1.0,lot parking tasty coffee clean roomy restroom
0.0,minute single orderone bad
0.0,not know skip pickle
1.0,friendly fast service late night color impress
0.0,order wrong
1.0,love take grand kid clean fast service
0.0,allway hot arch ve visit surround town
0.0,horrible placedo goworst service mcdonald history
1.0,nugget leon spring mcdonald fresh amazing
0.0,monica manger plain rude need new manger sever burn muffin not recommend store suck
0.0,good fish sandwich thumb new beef patty old cow flavor
1.0,good location
0.0,poor staffing wait long time food cold finally get
1.0,love biscuit sausage egg cheese coffee
0.0,take minute food drive
1.0,mcrib sandwich chicken sandwich great good people
1.0,decent mcdonald drive order want food
0.0,horrible take minute food employee slow get wrong
1.0,good quick service drive
0.0,terrible use old dirty grease food smell like year old grease
1.0,place meet people fun
0.0,orderd mcchicken give chicken patty muffin
0.0,specifically ask ranch ranch give
1.0,fast service order
0.0,give star way rate avoid mcdonald
1.0,good place grocery store
1.0,you guy dumb trevor jonas awesome hard love worker
1.0,not eat fast food like mcdonald breakfast
1.0,drive open covid
1.0,quick excellent service
0.0,disappointed truly wish rating zero
0.0,eat like food fly
1.0,great place quick bite eat
1.0,busy courteous
1.0,french fry
1.0,usually great fresh food
0.0,burger pulsehow hard cook burger
1.0,good service fast friendly
1.0,family enjoy go mcdonald
1.0,burger get cold chicken nugget scald
0.0,car drive take minute food
0.0,terrible slow service terrible food mcdonald
0.0,drink coffee see super size fml
1.0,mobile app curbside definitely time saver
1.0,fast get grape jelly
0.0,smile bathroom filthy napkin ketchup
1.0,average good coca cola
1.0,lunch time fast great service
0.0,lol mcdonald give burger raw thank
1.0,love mcrib
0.0,food cold mess order
1.0,special order get right thank
0.0,place slow get service terrible
0.0,order wrong double check
1.0,mcdonaldswhat staff friendly
1.0,nice clean service quick
1.0,consistent open
1.0,fave fast great staff
0.0,need improve listening skill
1.0,nice clean w quick service
1.0,fresh hot great service
0.0,slow service normal order wrong
1.0,consistent mcdonald
1.0,usual fare standard change
1.0,great place clean employee great attitude
1.0,quick breakfast travel
1.0,good breakfast like small mall
1.0,excellent service food good
0.0,poor quality food serve day visit
1.0,speedy service expect mcdonald
0.0,recive food
1.0,food good
0.0,food take minute
0.0,drive window open hour
1.0,offer worth
1.0,mcdonald good
1.0,like mcdouble afternoon
0.0,pay cheap food mean suck
1.0,granddaughter love m happy
1.0,fast mile long line
1.0,food ok
0.0,annual reminder not eat food
0.0,long drivethru
1.0,love
0.0,get order wrong twice
1.0,excellent service meal hot
1.0,clean place good food
0.0,ok good not fresh
1.0,fast service
1.0,crispy chicken sandwich delicious
1.0,good service
1.0,amazing fast service fresh food
1.0,awesome service great atmosphere
1.0,great fry
1.0,employee friendly helpful
1.0,hot good tonight
0.0,eat big fan
1.0,mix fish world
0.0,filthy bathroom lot questionable patron
1.0,fast great customer service
1.0,big mac attack
1.0,polite clean fast food
0.0,slow mcdonald ve
0.0,need staff well management
0.0,ok food
0.0,open hour
1.0,fast friendly
0.0,poor customer service
1.0,fast friendly care staff
1.0,issue basic mcdonald
1.0,great service thank mcdonald
0.0,hell need review place
0.0,incompetent worker management suck
1.0,quick friendly error
1.0,glad mcrib sandwich
0.0,late night choice serve purpose
1.0,love
1.0,fast service
0.0,not order right
1.0,get right
0.0,star hate mcdonald
0.0,mc donald self explanatory
1.0,great service great food
1.0,good simple fast food
1.0,good fast food
1.0,pretty fast service
1.0,fast sevice
1.0,fast friendly
0.0,dirty store slow staff
0.0,bad mcdonald time
0.0,pm close
1.0,great mcdonald
0.0,old fry
1.0,good breakfast
1.0,great
1.0,fast accurate service
1.0,good food
1.0,fast
1.0,nice staff
1.0,great food service
1.0,love service
1.0,bad
1.0,love great service
0.0,fry fry burn old
1.0,favorite place breakfast
0.0,service slow
0.0,not sell nugget
0.0,slow drive
1.0,good food
1.0,good food
1.0,fast convenient
0.0,slow service
0.0,salt food
0.0,ok
0.0,get order wrong
1.0,great quarter pounder
0.0,good
0.0,service good
1.0,well location
1.0,clean prompt service
1.0,everyday eat kid
0.0,bad
1.0,fish burger good
1.0,love
1.0,yummy
1.0,great stop coffee
1.0,love
1.0,super fast
1.0,grandkid love
1.0,food good good service
0.0,mcdonald star
0.0,horribly long wait
0.0,good support
1.0,prompt order employee
1.0,great food
1.0,mc donald
1.0,great food
1.0,breakfast guarantee
0.0,suck slow
1.0,great
1.0,good food fast
1.0,great
1.0,fun
0.0,not damnit
1.0,love
0.0,mcchicken miss chicken
0.0,slow food
1.0,fast service
1.0,good service
1.0,fast
1.0,love
1.0,great food
1.0,amazing
1.0,love coffee
1.0,fry mc chicken
0.0,suck
0.0,inside close early
0.0,mcdonald
1.0,love mcgriddle
0.0,junkfood
1.0,quick service
1.0,great service
0.0,slow unorganized
1.0,ok
1.0,great service
1.0,ok
1.0,fresh
1.0,clean friendly
1.0,great
1.0,fast convenient
1.0,great service
0.0,terrible service
1.0,amazing
1.0,ok
1.0,good
1.0,nice
0.0,coffee good
1.0,great food
0.0,super slow
1.0,quick awsome
1.0,great
1.0,great
1.0,great coffee
0.0,slow service
1.0,good
1.0,mcdonald good
1.0,let real mcdonald
1.0,good
1.0,good
1.0,great
1.0,fast service
1.0,nice clean
1.0,fast
0.0,dirty
1.0,clean
0.0,healthy place
1.0,fast productive
1.0,love mcdonald
0.0,typical mcdonald
0.0,busy
1.0,fast service
1.0,average
1.0,hot fast food
1.0,excellent
0.0,order mcdonald uber eat app order cactus plant flea market collectible didn send toy reason order call madison taylor store
0.0,preface m mcdonald regular not know norm location place mobile order come pick disappear backroom chaos minute people overflow drivethrough indoor register figure d hang check press dozen order go go slowly lot need substitution product not available store co go not soda bottled drink sub soda shake sub ice cream lemonade sub tea try absolute madhouse listen regular line sound like common recently exercise curiosity go long hour shift change new employee get figure mobile order apparently mobile not process automatically need kind manual start employee not happen previous time ask m sure not reflect service metric employee able help ask order number number look suppose like like paper receipt number actually send app email sound like oversight mobile ordering local store figure take maybe second food super weird experience
0.0,good morning tell matter m sensitive petty overly concerned maybe not coffee morning patronize mcdonald oak park morning morning forget wallet ask supervisor pay breakfast tomorrow say sorry plead new manager d see ask manager d speak occasion refuse state response ask happen food counter say discard seriously ask say d throw away let faithful customerso lesson thank teach valuable lesson mcdonald not care patronize establishment m go seriously break coffee habit mcdonald oak park madison lesson learned believe feeling hurt say breakfast discard
1.0,ey boy work register morning n day you need raise br
0.0,wait drive minute order desert turn order inform ice cream shake
0.0,rude charging sauce purchase nugget check receipt manager francisco unprofessional need customer service training
0.0,staff concerned meet target goal aren pay attention customer consistency correctness order cashier wander mocha forget mocha ask manager caramel go caramel macchiato customer serve ahead somethi
1.0,fast service clean bathroom good customer service bilingual staff
0.0,ve try location time past month different day week different time lobby close ve try ahead open pick phone voicemail new management useless not store open
0.0,possibly busy mcdonald area time drive line back street parking lot like fast food particularly fast place
